BEGIN_DAY,STATE,MONTH_NAME,EVENT_TYPE,DAMAGE_PROPERTY,MONT,BEGIN_LON
22,VIRGINIA,August,Thunderstorm Wind,2.00K,36.95,-79.37
22,VIRGINIA,August,Thunderstorm Wind,6.00K,36.65,-79.5
22,VIRGINIA,August,Thunderstorm Wind,0.50K,37.2431,-79.0985
22,VIRGINIA,August,Thunderstorm Wind,1.00K,36.62,-79.38
22,VIRGINIA,August,Thunderstorm Wind,0.50K,37.62,-78.37
22,VIRGINIA,August,Thunderstorm Wind,50.00K,36.6,-79.47
22,VIRGINIA,August,Thunderstorm Wind,2.00K,36.71,-78.82
29,KANSAS,August,Thunderstorm Wind,500.00K,39.2522,-99.3691
29,KANSAS,August,Thunderstorm Wind,150.00K,39.2245,-99.4473
29,KANSAS,August,Thunderstorm Wind,25.00K,39.19,-99.18
29,KANSAS,August,Thunderstorm Wind,50.00K,39.32,-99.58
29,KANSAS,August,Thunderstorm Wind,50.00K,39.26,-99.56
29,KANSAS,August,Thunderstorm Wind,0.00K,39.88,-98.3
29,KANSAS,August,Thunderstorm Wind,25.00K,39.78,-98.22
29,KANSAS,August,Thunderstorm Wind,0.00K,39.68,-98.21
29,KANSAS,August,Thunderstorm Wind,0.00K,39.63,-98.05
7,NEW YORK,August,Thunderstorm Wind,15.00K,41.71,-74.81
5,MINNESOTA,August,Hail,0.00K,45.02,-93.63
5,MINNESOTA,August,Hail,0.00K,45.05,-93.63
5,MINNESOTA,August,Hail,0.00K,45.06,-93.58
18,CALIFORNIA,May,Winter Weather,,,
27,IOWA,May,Flood,0.00K,43.13,-95.29
27,IOWA,May,Flood,0.00K,43.5,-96.25
27,IOWA,May,Flood,0.00K,43.25,-96.25
26,IOWA,November,Winter Storm,0.00K,,
24,GEORGIA,August,Thunderstorm Wind,,33.3563,-84.5669
23,GEORGIA,August,Thunderstorm Wind,5.00K,33.8751,-83.3829
23,GEORGIA,August,Flash Flood,0.00K,32.89,-82.58
9,ARKANSAS,August,Flash Flood,0.00K,35.5519,-93.8308
9,ARKANSAS,August,Flash Flood,10.00K,35.5785,-94.2018
2,ALASKA,August,Coastal Flood,0.00K,,
3,ALASKA,August,High Surf,0.00K,,
7,TEXAS,May,Thunderstorm Wind,0.00K,34.4104,-101.0505
13,UTAH,August,Heat,0.00K,,
23,ARIZONA,August,Thunderstorm Wind,0.00K,31.4264,-109.5469
23,ARIZONA,August,Thunderstorm Wind,0.00K,31.592,-110.3288
24,TEXAS,May,Hail,,33.644,-101.9394
28,ARIZONA,August,Thunderstorm Wind,0.00K,32.94,-110.49
28,ARIZONA,August,Hail,0.00K,31.95,-110.77
28,ARIZONA,August,Hail,0.00K,31.7,-110.35
25,TEXAS,May,Tornado,250.00K,34.2195,-101.7257
7,NEBRASKA,August,Thunderstorm Wind,0.00K,40.7791,-98.5459
7,NEBRASKA,August,Thunderstorm Wind,0.00K,40.7,-98.37
7,NEBRASKA,August,Thunderstorm Wind,0.00K,40.97,-98.32
7,NEBRASKA,August,Thunderstorm Wind,0.00K,40.7645,-98.3523
7,NEBRASKA,August,Thunderstorm Wind,0.00K,40.73,-98.47
7,NEBRASKA,August,Thunderstorm Wind,0.00K,40.8531,-98.3134
7,NEBRASKA,August,Thunderstorm Wind,0.00K,40.6314,-98.4143
24,KANSAS,August,Hail,0.00K,38.65,-98.54
30,KANSAS,August,Thunderstorm Wind,0.00K,38.41,-96.5
30,KANSAS,August,Thunderstorm Wind,25.00K,38.4,-96.4746
29,KANSAS,August,Thunderstorm Wind,,38.35,-97.02
6,TENNESSEE,February,Flash Flood,0.00K,36.2589,-86.0917
7,TENNESSEE,February,Flash Flood,0.00K,36.2254,-86.5619
16,INDIANA,May,Hail,,39.62,-87.28
16,INDIANA,May,Hail,,38.96,-85.89
16,INDIANA,May,Thunderstorm Wind,,39.84,-86.39
26,MISSISSIPPI,October,Thunderstorm Wind,50.00K,31.3984,-90.3298
28,INDIANA,May,Hail,,40.49,-86.45
28,INDIANA,May,Flash Flood,2.00K,40.5106,-86.1345
28,INDIANA,May,Flash Flood,25.00K,40.4868,-86.1319
28,INDIANA,May,Flash Flood,5.00K,40.4789,-86.3971
28,INDIANA,May,Flash Flood,10.00K,40.5,-86.13
28,INDIANA,May,Thunderstorm Wind,1.00K,40.2949,-87.2917
28,SOUTH DAKOTA,May,Flood,750.00K,43.86,-103.65
28,SOUTH DAKOTA,May,Flood,100.00K,43.48,-103.32
31,SOUTH DAKOTA,May,Flash Flood,150.00K,44.14,-103.25
6,TENNESSEE,February,Tornado,25.00K,35.9203,-86.189
6,TENNESSEE,February,Flash Flood,0.00K,36.3047,-86.2198
7,KANSAS,May,Flood,0.10K,37.57,-97.35
5,KANSAS,May,Tornado,0.00K,38.26,-98.47
7,KANSAS,May,Flood,0.10K,37.36,-95.3
25,MISSISSIPPI,April,Thunderstorm Wind,3.00K,31.9054,-91.0349
25,LOUISIANA,April,Thunderstorm Wind,5.00K,32.74,-91.77
25,LOUISIANA,April,Thunderstorm Wind,10.00K,31.73,-91.88
21,NEW YORK,July,Excessive Heat,,,
15,NEW JERSEY,April,Thunderstorm Wind,0.00K,40.23,-74.67
1,KANSAS,June,Hail,,37.75,-95.14
21,KANSAS,July,Thunderstorm Wind,0.00K,37.35,-95.02
17,MINNESOTA,July,Thunderstorm Wind,0.50K,47.8687,-93.6374
17,MINNESOTA,July,Tornado,0.00K,48.5411,-92.9993
16,KENTUCKY,December,Flood,6.00K,38.4935,-82.6723
3,SOUTH CAROLINA,July,Hail,,33.02,-80.18
13,MISSISSIPPI,April,Thunderstorm Wind,15.00K,31.65,-89.61
13,ARKANSAS,April,Flash Flood,10.00K,33.52,-91.43
22,KANSAS,June,Thunderstorm Wind,0.00K,37.76,-97.27
22,KANSAS,June,Thunderstorm Wind,0.00K,37.51,-97.46
22,KANSAS,June,Thunderstorm Wind,0.00K,37.56,-97.14
31,KANSAS,July,Thunderstorm Wind,20.00K,38.36,-98.58
31,KANSAS,July,Thunderstorm Wind,0.00K,38.52,-98.78
31,KANSAS,July,Thunderstorm Wind,,38.36,-98.73
2,KANSAS,July,Thunderstorm Wind,,37.3,-97.16
6,KANSAS,May,Thunderstorm Wind,,37.37,-95.52
6,KANSAS,May,Hail,,37.82,-96.27
9,ALABAMA,May,Thunderstorm Wind,,34.73,-86.71
24,TENNESSEE,February,Thunderstorm Wind,3.00K,35.3928,-85.6941
9,ALABAMA,May,Thunderstorm Wind,,34.45,-86.52
9,ALABAMA,May,Thunderstorm Wind,0.20K,34.23,-86.09
9,ALABAMA,May,Thunderstorm Wind,0.20K,34.35,-86
5,KANSAS,May,Thunderstorm Wind,,37.25,-97.24
5,KANSAS,May,Flood,0.10K,37.26,-97.17
20,ARIZONA,February,Heavy Snow,0.00K,,
6,KANSAS,May,Hail,0.00K,39.97,-98.62
20,TENNESSEE,February,Flash Flood,20.00K,35.9254,-86.9739
10,OREGON,February,Heavy Snow,,,
10,OREGON,February,Heavy Snow,,,
9,NORTH CAROLINA,June,Flood,50.00K,35.328,-80.981
9,NORTH CAROLINA,June,Flash Flood,10.00K,35.791,-81.29
3,SOUTH DAKOTA,July,Thunderstorm Wind,,43.83,-101.27
4,WYOMING,July,Hail,,44.6,-105.07
4,WYOMING,July,Hail,,44.6511,-104.6
4,WYOMING,July,Thunderstorm Wind,,43.75,-105.78
4,WYOMING,July,Thunderstorm Wind,,43.55,-105.09
4,WYOMING,July,Thunderstorm Wind,,43.58,-104.74
4,WYOMING,July,Thunderstorm Wind,,43.8932,-104.3113
4,SOUTH DAKOTA,July,Hail,0.00K,44.6555,-103.85
5,NEBRASKA,May,Hail,100.00K,40.8,-98
5,NEBRASKA,May,Thunderstorm Wind,150.00K,40.7133,-98.0353
2,IOWA,July,Heavy Rain,0.00K,42.51,-94.18
2,IOWA,July,Heavy Rain,0.00K,42.51,-94.17
6,NEBRASKA,May,Hail,0.00K,40.72,-99.38
27,NEBRASKA,May,Flood,50.00K,40.6986,-98.2781
27,NEBRASKA,May,Flood,50.00K,40.6986,-98.2781
18,MISSISSIPPI,April,Thunderstorm Wind,20.00K,31.36,-90.62
18,MISSISSIPPI,April,Thunderstorm Wind,9.00K,31.86,-90.39
18,MISSISSIPPI,April,Thunderstorm Wind,15.00K,32.1707,-90.3711
18,MISSISSIPPI,April,Thunderstorm Wind,10.00K,33.19,-88.66
25,ARKANSAS,April,Tornado,500.00K,33.0078,-91.9452
20,SOUTH CAROLINA,June,Thunderstorm Wind,,34.05,-81.04
18,MISSISSIPPI,April,Thunderstorm Wind,12.00K,32.09,-89.64
18,MISSISSIPPI,April,Thunderstorm Wind,5.00K,32.42,-90.02
18,MISSISSIPPI,April,Flash Flood,3.00K,32.3488,-90.3092
18,MISSISSIPPI,April,Thunderstorm Wind,8.00K,32.02,-89.52
21,KANSAS,May,Flood,0.00K,37.45,-97.1276
21,KANSAS,May,Flood,0.00K,37.0956,-97.0821
21,KANSAS,May,Flood,0.00K,38.32,-97.24
24,KANSAS,May,Thunderstorm Wind,0.00K,37.69,-97.97
25,KANSAS,May,Thunderstorm Wind,0.00K,37.57,-97.64
25,KANSAS,May,Thunderstorm Wind,0.00K,37.68,-97.46
25,KANSAS,May,Thunderstorm Wind,0.00K,38.82,-97.62
25,KANSAS,May,Thunderstorm Wind,0.00K,37.44,-96.77
20,KANSAS,May,Flash Flood,0.00K,37.66,-96.22
17,KANSAS,May,Tornado,0.00K,38.27,-98.81
17,KANSAS,May,Flood,0.00K,38.3531,-98.7442
17,KANSAS,May,Hail,0.00K,39.06,-98.58
17,KANSAS,May,Hail,0.00K,39.06,-98.58
17,KANSAS,May,Hail,0.00K,38.36,-98.81
17,KANSAS,May,Hail,0.00K,38.36,-98.74
17,KANSAS,May,Thunderstorm Wind,0.00K,38.87,-98.82
27,KANSAS,May,Thunderstorm Wind,0.00K,38.82,-97.62
28,KANSAS,May,Hail,0.00K,37.96,-97.15
18,MISSISSIPPI,April,Thunderstorm Wind,15.00K,31.88,-91.13
18,MISSISSIPPI,April,Thunderstorm Wind,5.00K,31.8469,-91.0654
10,SOUTH DAKOTA,August,Hail,,45.2055,-102.16
10,SOUTH DAKOTA,August,Hail,,44.4,-103.99
10,SOUTH DAKOTA,August,Hail,,44.3945,-103.73
10,SOUTH DAKOTA,August,Hail,,44.2434,-103.3977
10,SOUTH DAKOTA,August,Hail,,44.2788,-103.5685
10,SOUTH DAKOTA,August,Hail,,44.23,-103.39
10,SOUTH DAKOTA,August,Hail,,44.18,-103.34
24,OHIO,June,Thunderstorm Wind,5.00K,40.24,-81.72
24,OHIO,June,Thunderstorm Wind,1.00K,40.15,-81.57
31,NEW YORK,October,Thunderstorm Wind,,42.3058,-74.0346
31,NEW YORK,October,Thunderstorm Wind,,42.64,-73.56
31,NEW YORK,October,Thunderstorm Wind,,42.76,-73.4
31,NEW YORK,October,Flash Flood,0.00K,43.2928,-74.984
28,MONTANA,June,Thunderstorm Wind,0.00K,47.45,-109.42
2,SOUTH DAKOTA,April,Flood,0.00K,45.9366,-98.4576
18,SOUTH DAKOTA,April,Flood,0.00K,45.05,-97.06
1,MINNESOTA,April,Flood,0.00K,45.75,-96.39
15,MINNESOTA,March,Flood,0.00K,43.85,-96.17
24,OHIO,June,Thunderstorm Wind,5.00K,40.34,-80.557
12,SOUTH DAKOTA,September,Flood,244.00K,44.1974,-97.128
11,SOUTH DAKOTA,September,Flood,25.00K,44.1787,-96.9251
7,MISSOURI,May,Hail,0.00K,37.18,-91.58
27,PENNSYLVANIA,June,Flash Flood,0.00K,41.02,-80.43
27,WISCONSIN,June,Thunderstorm Wind,15.00K,43.0138,-90.1521
29,PENNSYLVANIA,June,Thunderstorm Wind,0.00K,40.13,-80.41
28,PENNSYLVANIA,June,Thunderstorm Wind,2.00K,40.43,-80.04
28,PENNSYLVANIA,June,Thunderstorm Wind,2.00K,40.2668,-79.6771
26,KENTUCKY,November,Strong Wind,1.00K,,
29,MARYLAND,June,Flash Flood,0.00K,39.66,-79.41
30,MARYLAND,June,Flash Flood,0.00K,39.3935,-79.4142
30,MARYLAND,June,Flash Flood,0.00K,39.2985,-79.4843
27,PENNSYLVANIA,June,Thunderstorm Wind,3.00K,40.4,-80.31
30,MISSOURI,August,Thunderstorm Wind,0.00K,38.2044,-91.1774
30,MISSOURI,August,Thunderstorm Wind,0.00K,38.339,-91.0022
30,MISSOURI,August,Thunderstorm Wind,0.00K,38.6575,-90.6558
30,MISSOURI,August,Flash Flood,0.00K,38.4801,-90.6393
23,KANSAS,February,Blizzard,0.00K,,
13,NEBRASKA,March,Flood,0.00K,41.54,-97.5
28,NEBRASKA,March,Hail,,40.1,-96.48
22,GEORGIA,June,Thunderstorm Wind,2.00K,33.8456,-84.1414
27,PENNSYLVANIA,June,Hail,0.00K,40.39,-79.99
12,GEORGIA,June,Flash Flood,0.00K,31.9246,-82.6889
12,SOUTH DAKOTA,September,Flood,145.00K,43.087,-97.1571
23,GEORGIA,June,Thunderstorm Wind,3.00K,33.3873,-84.9181
23,GEORGIA,June,Thunderstorm Wind,2.00K,34.7774,-85.0373
23,GEORGIA,June,Thunderstorm Wind,10.00K,32.8766,-83.576
23,GEORGIA,June,Thunderstorm Wind,1.00K,32.2702,-83.4734
23,GEORGIA,June,Thunderstorm Wind,1.00K,34.7463,-84.9095
24,NORTH CAROLINA,June,Thunderstorm Wind,2.00K,35.752,-80.72
27,SOUTH CAROLINA,June,Thunderstorm Wind,0.00K,34.687,-82.481
27,SOUTH CAROLINA,June,Thunderstorm Wind,0.00K,34.69,-82.91
30,NORTH CAROLINA,June,Thunderstorm Wind,1.00K,35.31,-80.88
3,IOWA,July,Thunderstorm Wind,0.00K,41.02,-94.37
20,VERMONT,June,Flash Flood,15.00K,44.3406,-72.6412
20,VERMONT,June,Flash Flood,5.00K,44.5507,-72.2622
20,VERMONT,June,Flash Flood,5.00K,44.5199,-72.3866
26,KENTUCKY,November,Strong Wind,1.00K,,
1,WISCONSIN,June,Hail,,42.64,-88.38
2,NEBRASKA,June,Hail,,42.87,-103.06
22,NEW YORK,August,Thunderstorm Wind,2.00K,40.67,-73.42
22,NEW YORK,August,Thunderstorm Wind,3.00K,40.846,-72.9283
22,NEW YORK,August,Thunderstorm Wind,4.00K,40.8424,-72.9349
22,NEW YORK,August,Thunderstorm Wind,2.00K,40.8358,-72.8818
22,ATLANTIC NORTH,August,Marine Thunderstorm Wind,0.00K,40.84,-72.48
22,ATLANTIC NORTH,August,Marine Thunderstorm Wind,0.00K,40.995,-72.442
22,ATLANTIC NORTH,August,Marine Thunderstorm Wind,0.00K,41.0241,-72.1801
22,ATLANTIC NORTH,August,Marine Thunderstorm Wind,0.00K,41.17,-72.2
22,ATLANTIC NORTH,August,Marine Thunderstorm Wind,0.00K,40.65,-73.78
13,ALABAMA,April,Thunderstorm Wind,,34.6323,-88.0798
13,ALABAMA,April,Thunderstorm Wind,,34.67,-88.03
24,NEVADA,August,Wildfire,,,
1,VIRGINIA,August,Thunderstorm Wind,2.00K,37.58,-77.44
1,VIRGINIA,August,Thunderstorm Wind,2.00K,38.05,-78.07
4,VIRGINIA,August,Thunderstorm Wind,1.00K,37.05,-76.29
14,ALABAMA,April,Thunderstorm Wind,1.00K,34.9452,-87.7541
26,PENNSYLVANIA,April,Thunderstorm Wind,20.00K,40.4353,-76.8922
26,PENNSYLVANIA,April,Thunderstorm Wind,12.00K,40.4597,-76.826
22,COLORADO,July,Thunderstorm Wind,0.00K,39.87,-104.67
26,COLORADO,July,Thunderstorm Wind,0.00K,40.93,-102.59
29,COLORADO,July,Hail,,40.61,-102.75
29,COLORADO,July,Hail,,40.61,-102.72
21,MISSOURI,July,Heavy Rain,0.00K,37.94,-93.21
21,MISSOURI,July,Heavy Rain,0.00K,37.61,-92.38
21,MISSOURI,July,Heavy Rain,0.00K,37.68,-92.66
21,MISSOURI,July,Heavy Rain,0.00K,37.84,-92.74
1,TEXAS,May,Tornado,0.00K,33.362,-99.359
1,TEXAS,May,Tornado,0.00K,32.96,-99.51
3,TEXAS,May,Flash Flood,0.00K,30.5072,-99.7044
8,WASHINGTON,February,Heavy Snow,,,
5,COLORADO,July,Hail,,40.03,-105.25
5,COLORADO,July,Hail,,40.02,-105.16
5,COLORADO,July,Hail,,39.88,-105.03
11,KANSAS,June,Hail,0.00K,38.31,-98.78
11,KANSAS,June,Hail,0.00K,38.34,-98.58
11,KANSAS,June,Hail,0.00K,38.34,-98.37
11,KANSAS,June,Hail,0.00K,38.34,-98.22
11,KANSAS,June,Hail,0.00K,38.68,-98.29
11,KANSAS,June,Hail,0.00K,38.51,-98.27
30,INDIANA,May,Thunderstorm Wind,0.00K,40.46,-85.62
30,INDIANA,May,Hail,0.00K,40.61,-85.93
24,SOUTH CAROLINA,June,Thunderstorm Wind,,34.15,-81.57
24,SOUTH CAROLINA,June,Thunderstorm Wind,,34.24,-81.61
22,NORTH CAROLINA,August,Thunderstorm Wind,0.50K,36.2355,-80.709
22,NORTH CAROLINA,August,Thunderstorm Wind,0.50K,36.06,-80.63
22,NORTH CAROLINA,August,Thunderstorm Wind,3.00K,36.38,-79.67
22,NORTH CAROLINA,August,Thunderstorm Wind,0.50K,36.46,-79.45
1,NEW YORK,August,Lakeshore Flood,500.00K,,
1,TEXAS,August,Drought,0.00K,,
1,TEXAS,August,Drought,0.00K,,
1,TEXAS,August,Drought,0.00K,,
1,TEXAS,August,Drought,0.00K,,
1,TEXAS,August,Drought,0.00K,,
7,NEW YORK,August,Thunderstorm Wind,10.00K,41.71,-74.76
7,NEW YORK,August,Thunderstorm Wind,10.00K,41.7,-74.77
7,NEW YORK,August,Thunderstorm Wind,10.00K,41.66,-74.79
7,NEW YORK,August,Thunderstorm Wind,5.00K,41.67,-74.73
7,NEW YORK,August,Thunderstorm Wind,5.00K,41.7076,-74.8104
9,NEW YORK,August,Thunderstorm Wind,5.00K,43.04,-76.14
31,KENTUCKY,August,Flash Flood,0.00K,38.3838,-84.2894
5,MINNESOTA,August,Hail,0.00K,45.09,-93.51
5,MINNESOTA,August,Hail,0.00K,45.04,-93.39
5,MINNESOTA,August,Hail,0.00K,45.09,-93.43
27,IOWA,May,Flood,0.00K,42.91,-95.47
27,IOWA,May,Flood,0.00K,42.96,-95.43
27,IOWA,May,Flood,0.00K,43.34,-96.25
27,IOWA,May,Flood,0.00K,43.2581,-96.3774
28,IOWA,May,Flood,0.00K,43.4,-95.26
12,TEXAS,August,Thunderstorm Wind,0.00K,36.12,-100.02
12,TEXAS,August,Thunderstorm Wind,0.00K,36.12,-100.02
28,MINNESOTA,November,Winter Weather,,,
9,ARKANSAS,August,Flash Flood,0.00K,35.6698,-94.1674
9,ARKANSAS,August,Flash Flood,50.00K,35.6401,-94.1762
9,ARKANSAS,August,Flash Flood,0.00K,35.63,-94.17
9,ARKANSAS,August,Flash Flood,100.00K,35.6453,-94.1707
10,ARIZONA,August,Flash Flood,0.00K,32.7274,-110.6393
10,ARIZONA,August,Flash Flood,6.00K,32.8637,-109.7647
2,ALASKA,August,Coastal Flood,0.00K,,
2,ALASKA,August,Coastal Flood,0.00K,,
7,TEXAS,May,Tornado,0.00K,34.2464,-101.9757
23,ARIZONA,August,Flash Flood,50.00K,31.932,-110.3055
8,UTAH,August,Thunderstorm Wind,0.00K,39.41,-112.05
24,TEXAS,May,Hail,,33.8102,-101.8365
4,FLORIDA,August,Lightning,,26.2645,-80.1274
4,GULF OF MEXICO,August,Waterspout,,25.94,-81.75
25,TEXAS,May,Flash Flood,1.00M,34.0825,-101.7913
7,NEBRASKA,August,Thunderstorm Wind,0.00K,40.3893,-98.1107
7,NEBRASKA,August,Thunderstorm Wind,0.00K,40.5889,-98.2552
7,NEBRASKA,August,Thunderstorm Wind,0.00K,40.6307,-98.2605
7,TEXAS,May,Hail,,30.76,-96.07
7,TEXAS,May,Funnel Cloud,0.00K,29.99,-95.31
7,TEXAS,May,Lightning,15.00K,30.33,-95.86
7,TEXAS,May,Flash Flood,0.00K,29.7138,-95.4698
7,NEBRASKA,August,Thunderstorm Wind,0.00K,40.58,-98.3
7,NEBRASKA,August,Thunderstorm Wind,0.00K,40.4495,-98.5769
24,TEXAS,August,Thunderstorm Wind,75.00K,26.9177,-99.2745
25,TEXAS,August,Hail,0.00K,26.2089,-98.237
25,TEXAS,August,Thunderstorm Wind,5.00K,26.2527,-98.2176
25,TEXAS,August,Thunderstorm Wind,25.00K,26.48,-97.78
6,TENNESSEE,February,Heavy Rain,0.00K,36.2325,-84.9407
18,KANSAS,May,Hail,0.00K,38.45,-98.93
18,KANSAS,May,Hail,0.00K,38.36,-98.78
16,INDIANA,May,Thunderstorm Wind,,39.91,-86.13
16,INDIANA,May,Thunderstorm Wind,,39.97,-86.07
16,INDIANA,May,Thunderstorm Wind,1.00K,39.85,-86.12
28,INDIANA,May,Thunderstorm Wind,10.00K,40.49,-86.12
29,INDIANA,May,Thunderstorm Wind,5.00K,38.62,-87.36
29,INDIANA,May,Thunderstorm Wind,10.00K,38.66,-87.17
29,INDIANA,May,Flash Flood,5.00K,39.2586,-87.504
30,INDIANA,May,Hail,0.00K,39.92,-85.36
30,INDIANA,May,Hail,,39.92,-85.36
31,SOUTH DAKOTA,May,Flood,0.00K,44.14,-103.23
31,SOUTH DAKOTA,May,Flood,0.00K,44.16,-103.32
30,WYOMING,May,Flood,0.00K,45,-105.96
21,SOUTH DAKOTA,May,Heavy Snow,,,
21,SOUTH DAKOTA,May,Heavy Snow,,,
5,KANSAS,May,Tornado,0.00K,38.0021,-97.9644
5,KANSAS,May,Tornado,0.00K,37.99,-97.92
13,MISSISSIPPI,April,Thunderstorm Wind,6.00K,32.32,-90.17
25,LOUISIANA,April,Thunderstorm Wind,20.00K,31.81,-91.39
7,KANSAS,May,Flood,0.10K,37.4896,-97.2247
7,KANSAS,May,Flood,0.10K,37.51,-97.21
26,MONTANA,May,Hail,0.00K,45.91,-108.47
13,MISSISSIPPI,April,Flash Flood,3.00K,32.36,-90.14
13,MISSISSIPPI,April,Flash Flood,5.00K,32.85,-90.42
31,NEW JERSEY,July,Thunderstorm Wind,16.00K,40.7542,-74.0866
13,ATLANTIC SOUTH,July,Marine Thunderstorm Wind,0.00K,32.7512,-79.8707
13,MISSISSIPPI,April,Thunderstorm Wind,10.00K,33.2,-89.34
13,MISSISSIPPI,April,Thunderstorm Wind,10.00K,31.96,-89.87
22,NEW JERSEY,July,Hail,0.00K,41.03,-74.24
15,SOUTH CAROLINA,July,Thunderstorm Wind,,32.93,-81.07
22,NEW YORK,July,Thunderstorm Wind,25.00K,40.71,-73.5179
31,ATLANTIC NORTH,July,Marine Thunderstorm Wind,0.00K,40.6725,-74.092
4,COLORADO,July,Hail,,39.57,-104.91
15,DELAWARE,April,Tornado,,38.74,-75.2788
26,KENTUCKY,November,Strong Wind,1.00K,,
23,KANSAS,May,Hail,,38.98,-101.48
30,NEW YORK,July,Flash Flood,0.00K,41.4115,-74.7294
21,KANSAS,July,Thunderstorm Wind,0.00K,37.796,-94.7677
5,MISSOURI,July,Flood,0.00K,38.07,-93.94
5,MISSOURI,July,Flood,0.00K,37.11,-94.49
23,KANSAS,May,Hail,,39.9439,-99.7954
22,KANSAS,June,Thunderstorm Wind,0.00K,37.66,-96.64
13,MISSISSIPPI,April,Lightning,20.00K,31.9252,-89.3066
7,KANSAS,May,Thunderstorm Wind,20.00K,37.18,-96.82
17,NEW YORK,July,Lightning,6.00K,40.8092,-73.6821
21,ATLANTIC NORTH,July,Marine Thunderstorm Wind,2.00K,40.716,-72.9259
4,UTAH,July,Thunderstorm Wind,0.00K,40.09,-113.24
4,UTAH,July,Thunderstorm Wind,0.00K,41.21,-112.88
4,UTAH,July,Thunderstorm Wind,0.00K,40.73,-112.66
23,TENNESSEE,February,Flash Flood,208.00K,36.1496,-87.5322
23,TENNESSEE,February,Flash Flood,250.00K,36.2626,-86.7907
5,KANSAS,May,Hail,,38.21,-98.21
5,KANSAS,May,Hail,,38.11,-98.14
5,KANSAS,May,Flood,0.10K,38.15,-98.09
5,KANSAS,May,Tornado,20.00K,38.21,-98.35
6,TENNESSEE,February,Heavy Rain,0.00K,36.1397,-86.8532
6,KANSAS,May,Hail,0.00K,39.76,-97.94
20,TENNESSEE,February,Flash Flood,0.00K,35.6928,-86.6276
10,OREGON,February,Heavy Snow,,,
23,TENNESSEE,February,Flash Flood,20.00K,36.1387,-86.9264
9,NORTH CAROLINA,June,Flood,1.00K,35.791,-81.29
17,IOWA,July,Thunderstorm Wind,0.00K,41.56,-95.03
17,IOWA,July,Hail,0.00K,42.02,-93.64
23,NEBRASKA,May,Hail,0.00K,40.3345,-99.0413
23,NEBRASKA,May,Hail,0.00K,40.5,-98.95
1,IOWA,July,Flood,0.00K,40.87,-92.21
20,IOWA,July,Thunderstorm Wind,0.00K,42.74,-93.76
20,IOWA,July,Thunderstorm Wind,0.00K,43.16,-93.33
27,NEBRASKA,May,Flood,500.00K,41.3323,-97.5981
27,NEBRASKA,May,Flood,100.00K,41.0469,-97.8257
27,NEBRASKA,May,Flood,50.00K,40.6986,-97.8247
27,NEBRASKA,May,Flood,50.00K,40.8875,-98.2648
27,NEBRASKA,May,Flood,100.00K,41.1736,-97.8257
18,MISSISSIPPI,April,Thunderstorm Wind,8.00K,33.31,-88.62
18,MISSISSIPPI,April,Flash Flood,5.00K,33.61,-88.66
18,MISSISSIPPI,April,Thunderstorm Wind,5.00K,33.5011,-88.3765
24,KANSAS,May,Flash Flood,0.00K,37.829,-95.95
22,SOUTH CAROLINA,June,Thunderstorm Wind,,34.17,-81.88
25,KANSAS,May,Flood,0.00K,37.7125,-97.5001
25,KANSAS,May,Flood,0.00K,38.172,-98.108
25,KANSAS,May,Flood,0.00K,37.33,-95.68
22,SOUTH CAROLINA,June,Thunderstorm Wind,,33.92,-80.04
22,SOUTH CAROLINA,June,Thunderstorm Wind,,34,-79.94
22,GEORGIA,June,Thunderstorm Wind,,33.97,-82.62
22,GEORGIA,June,Thunderstorm Wind,,33.74,-82.32
22,GEORGIA,June,Thunderstorm Wind,,33.02,-81.74
22,SOUTH CAROLINA,June,Thunderstorm Wind,,33.63,-81.3
22,GEORGIA,June,Thunderstorm Wind,,33.09,-82.02
22,SOUTH CAROLINA,June,Thunderstorm Wind,0.10K,33.4603,-80.8595
24,KANSAS,May,Thunderstorm Wind,0.00K,37.72,-97.44
24,KANSAS,May,Thunderstorm Wind,0.00K,37.71,-97.46
24,KANSAS,May,Thunderstorm Wind,0.00K,37.69,-97.34
18,MISSISSIPPI,April,Tornado,2.00K,33.0692,-88.8821
18,MISSISSIPPI,April,Tornado,1.00K,33.0524,-88.8155
26,KANSAS,May,Flash Flood,0.00K,37.9631,-97.3043
26,KANSAS,May,Flash Flood,0.00K,37.3795,-97.2558
26,KANSAS,May,Flash Flood,0.00K,37.2454,-95.7007
26,KANSAS,May,Flash Flood,0.00K,37.299,-97.4
18,MISSISSIPPI,April,Thunderstorm Wind,15.00K,31.96,-90.98
18,MISSISSIPPI,April,Thunderstorm Wind,15.00K,31.89,-90.89
18,MISSISSIPPI,April,Thunderstorm Wind,5.00K,31.48,-89.2
18,MISSISSIPPI,April,Thunderstorm Wind,5.00K,32.97,-89.07
5,MINNESOTA,July,Flash Flood,0.00K,44.16,-93.59
5,MINNESOTA,July,Flash Flood,0.00K,44.1587,-93.5553
5,MINNESOTA,July,Heavy Rain,0.00K,44.17,-93.58
7,VIRGINIA,August,Thunderstorm Wind,1.00K,37.73,-77.85
7,VIRGINIA,August,Thunderstorm Wind,1.00K,37.35,-76.28
7,VIRGINIA,August,Thunderstorm Wind,1.00K,37.17,-75.98
24,OHIO,June,Thunderstorm Wind,3.00K,40.28,-81.61
