text,lat,lon
ROCK HILL BRYANT ARP,34.992,-80.999
ROCK HILL BRYANT ARP,34.993,-81.018
OGDEN,34.893,-81.076
MC CONNELLS,34.864,-81.164
MC CONNELLS,34.828,-81.228
SMITH,34.827,-81.165
COUNTRY CLUB ESTATES,34.891,-81.05
ROCK HILL BRYANT ARP,34.992,-80.999
ROCK HILL BRYANT ARP,34.993,-81.018
OGDEN,34.893,-81.076
MC CONNELLS,34.864,-81.164
MC CONNELLS,34.828,-81.228
SMITH,34.827,-81.165
COUNTRY CLUB ESTATES,34.891,-81.05
LAVONIA,34.44,-83.11
CARNESVILLE,34.34,-83.23
CANON FRANKLIN CO AR,34.33,-83.19
AIR LINE,34.327,-83.04
AIR LINE,34.346,-82.995
FAIR PLAY,34.5,-82.98
SUNSET,35,-82.74
LAKEMONT,35.066,-82.718
LAKEMONT,35.079,-82.694
CAESARS HEAD,35.1,-82.61
TOWNVILLE,34.482,-82.862
DOCHENO,34.487,-82.397
FELLOWSHIP XRDS,34.71,-82.293
GAYLORD XRDS,34.769,-82.195
MELVIN,36.808,-119.65
MELVIN,36.8082,-119.6482
MELVIN,36.8086,-119.6481
MELVIN,36.8086,-119.65
WESTHAVEN,36.2506,-119.9897
CLOVIS,36.82,-119.7
ENTERPRISE,32.17,-88.84
HOMER,59.8093,-151.9424
HOMER,59.8153,-151.709
HOMER,59.6904,-151.2658
HOMER,59.6228,-151.5313
HOMER,59.6847,-151.7868
GENTRYVILLE,36.86,-92.36
GENTRYVILLE,36.8616,-92.3517
LANTON,36.52,-91.75
LANTON,36.5089,-91.7193
PROTEM,36.57,-92.85
PROTEM,36.5661,-92.8337
PROTEM,36.57,-92.77
PROTEM,36.5694,-92.76
LONGRUN,36.6208,-92.7092
LONGRUN,36.62,-92.69
LANTON,36.58,-91.83
LANTON,36.5769,-91.8111
FAIRVIEW,36.6,-92.81
FAIRVIEW,36.5969,-92.795
OCIE,36.58,-92.75
OCIE,36.5795,-92.7412
FAIR PLAY,37.5943,-93.5645
FAIR PLAY,37.6115,-93.5524
FRONTENAC,37.44,-94.7
WELBY,36.1884,-121.0729
WELBY,36.1885,-121.0733
WELBY,36.1886,-121.0731
WELBY,36.1885,-121.073
CLIFFSIDE,36.9609,-121.9847
CLIFFSIDE,36.9609,-121.9848
CLIFFSIDE,36.9608,-121.9848
CLIFFSIDE,36.9608,-121.9847
PRUNEDALE,36.7898,-121.6674
PRUNEDALE,36.7897,-121.6674
PRUNEDALE,36.7896,-121.6674
PRUNEDALE,36.7896,-121.6675
(SNS)SALINAS ARPT,36.6415,-121.6063
(SNS)SALINAS ARPT,36.6415,-121.6061
(SNS)SALINAS ARPT,36.6414,-121.606
(SNS)SALINAS ARPT,36.6414,-121.6061
MARINWOOD,38.0397,-122.5367
MARINWOOD,38.0396,-122.5369
MARINWOOD,38.0394,-122.5368
MARINWOOD,38.0395,-122.5367
LICK,37.2489,-121.7809
LICK,37.2488,-121.7811
LICK,37.2488,-121.7809
LICK,37.2488,-121.7809
SALINAS,36.6909,-121.658
SALINAS,36.6906,-121.6578
SALINAS,36.6906,-121.658
SALINAS,36.6908,-121.6582
OLEMA,38.0404,-122.7873
OLEMA,38.0403,-122.7873
OLEMA,38.0403,-122.7873
OLEMA,38.0403,-122.7874
CAMBRIAN PARK,37.2945,-121.9386
ALICE,39.0099,-82.4286
CARLTON,38.9832,-82.1145
ADDISON,38.891,-82.1466
KANAUGA,38.8363,-82.1532
CHIPPER MILLS,38.791,-82.223
SWAN CREEK,38.609,-82.1903
SAND FORK,38.6772,-82.3469
MC DANIEL XROADS,38.7491,-82.4687
DANVILLE,39.0136,-82.2249
HARRISONVILLE,39.1228,-82.075
ALFRED,39.1664,-81.9039
LONG BOTTOM,39.0682,-81.818
RACINE,38.994,-81.9319
POMEROY,39.0305,-82.015
MIDDLEPORT,39.0091,-82.0603
ATHENS OHIO UNIV ARP,39.2055,-82.2636
MINERAL,39.2943,-82.2564
MINERAL,39.2971,-82.2959
EAST CLAYTON,39.4598,-82.2771
MODOC,39.4506,-82.1383
ALBANY,39.2013,-82.1635
MONROE,38.8561,-82.6295
JEFFERSON FURNACE,38.9455,-82.628
PYRO,38.9387,-82.4536
KITCHEN,38.847,-82.4626
BLACKFORK JCT,38.854,-82.5763
CREOLA,39.3252,-82.4805
HOPE,39.3345,-82.3267
BOLINS MILLS,39.2224,-82.3257
MC ARTHUR,39.2318,-82.4958
WINGETT RUN,39.5754,-81.2416
SALEM HALL,39.57,-81.1222
HOHMAN,39.5114,-81.1866
HESLOP,39.5191,-81.2791
GILKERSON,38.2331,-82.3174
GILKERSON,38.2337,-82.2878
GILKERSON,38.2119,-82.289
GILKERSON,38.2164,-82.3238
HENDERSON,38.8178,-82.1542
SOUTHSIDE,38.7038,-81.9771
CAPEHART,38.7491,-81.888
POINT PLEASANT,38.8521,-82.1232
ROVER,39.0182,-81.4377
ROVER,39.013,-81.4159
ROVER,38.9937,-81.4323
ROVER,39.0004,-81.4527
SHERIDAN,38.2483,-82.2353
MYRA,38.2157,-82.1293
HAGER,38.2214,-82.096
GARRETTS BEND,38.3178,-81.9135
PRIESTLY,38.2818,-81.8524
DOLLIE,38.0253,-82.0367
HARTS,38.0053,-82.1731
HAGER,38.2214,-82.096
MYRA,38.2157,-82.1293
PORTERSVILLE,38.3402,-82.1468
PORTERSVILLE,38.3485,-82.1024
BALL GAP,38.3586,-82.1113
BALL GAP,38.3456,-82.1357
YATES CROSSING,38.4443,-82.18
MILTON,38.4532,-82.0887
LOWER FALLS,38.3917,-81.893
OHLEY,38.1092,-81.4839
HANDLEY,38.184,-81.3587
POCATALICO,38.4763,-81.6611
MELDAHLS,39.2209,-81.6874
LEACHTOWN,39.1505,-81.4266
VOLCANO,39.2697,-81.2723
BOAZ,39.3804,-81.4732
VIENNA,39.3358,-81.5476
PARKERSBURG,39.2639,-81.5618
WASHINGTON,39.2688,-81.6711
SEAMAN,38.86,-81.4623
KYGER,38.8576,-81.3847
SPENCER,38.7704,-81.3906
CYRUS,38.7844,-81.4681
PARCHMENT VLY,38.76,-81.75
PARCHMENT VLY,38.7582,-81.7319
PARCHMENT VLY,38.7764,-81.7327
PARCHMENT VLY,38.7739,-81.7476
ASHLEY,39.4038,-80.6507
CENTER PT,39.3997,-80.6144
CENTER PT,39.3774,-80.6303
ASHLEY,39.3878,-80.6602
ASPINALL,38.9,-80.5977
IRELAND,38.846,-80.489
CRAWFORD,38.8866,-80.4016
ROANOKE,38.9326,-80.524
FREW,39.4888,-80.8413
LUZON,39.523,-80.903
ADONIS,39.5149,-80.9904
EVERETT,39.4766,-81.0275
MEADVILLE,39.4232,-81.0153
BERT,39.462,-80.9417
FREW,39.4638,-80.8678
POPE,33.3725,-115.7911
POPE,33.3853,-115.7743
POPE,33.4137,-115.798
POPE,33.4029,-115.8192
EVERGREEN,30.5014,-95.2781
POWERVILLE,40.93,-74.43
BUTLER,41,-74.34
OCONTO,44.8782,-87.8899
OCONTO,44.8801,-87.8458
OCONTO,44.8939,-87.8492
OCONTO,44.8954,-87.8897
BROKEN ARROW,36.0121,-95.7647
BROKEN ARROW,36.0137,-95.7617
ONETA,36.0137,-95.7617
ONETA,36.0225,-95.7466
COPAN,36.8876,-95.9427
KIEFER,35.9435,-96.0565
LAWNGATE,34.7541,-87.0777
ATHENS,34.7946,-87.0041
RUSSELLVILLE,34.5217,-87.75
RUSSELLVILLE,34.5234,-87.7266
ROGERSVILLE,34.823,-87.2813
WHEELER LAKE SOUTH,34.7894,-87.3031
NORTHLAND,48.17,-97.13
ROAN,48.17,-96.86
FERTILE,47.5,-96.27
NIELSVILLE,47.5,-96.84
CLIMAX,47.6,-96.84
STEPHEN ARPT,48.54,-97.13
STEPHEN ARPT,48.54,-96.85
WARREN,48.18,-96.83
OSLO,48.18,-97.11
NOYES,49,-97.22
ORLEANS,49,-96.95
DONALDSON,48.55,-96.87
ROBBIN,48.55,-97.13
MATTSON,48.69,-97.08
HUNTER,47.24,-97.27
GRANDIN,47.24,-96.85
HICKSON,46.63,-96.81
ELIZABETH,46.63,-97.68
HATTON ARPT,47.67,-97.25
REYNOLDS,47.67,-96.9
GRANDIN,47.24,-96.85
GREENFIELD,47.24,-97.23
SHARON,47.67,-97.95
SHERBROOKE,47.67,-97.49
COLGATE,47.24,-97.47
LUVERNE,47.24,-97.95
FT RANSOM,46.63,-98.03
COBURN,46.63,-97.28
MC LEOD,46.29,-97.28
ENGLEVALE,46.28,-98.03
CRETE,46.28,-98
DE LAMERE,46.28,-97.26
GENESEO,45.94,-97.26
STRAUBVILLE,45.94,-98
JOHNSTOWN,48.19,-97.34
MANVEL,48.19,-97.16
GRAND FORKS,47.95,-97.06
REYNOLDS,47.67,-96.9
HOLMES,47.67,-97.23
AUBURN,48.54,-97.34
HERRICK,48.54,-97.17
POLAND,48.19,-97.15
ARDOCH,48.19,-97.34
PEMBINA,49,-97.37
PEMBINA,49,-97.25
JOLIETTE,48.79,-97.19
BOWESMONT,48.68,-97.12
DRAYTON,48.54,-97.18
ST THOMAS ARPT,48.54,-97.34
QUIET DELL,39.22,-80.29
GYPSY,39.38,-80.33
TURTLE CREEK,38.05,-81.92
HOMELAND,39.11,-80.39
TROY,39.02,-80.76
SHILOH,38.99,-83.98
SHILOH,38.9897,-83.978
SHILOH,38.9923,-83.978
SHILOH,38.9924,-83.9797
BARDWELL,39.0445,-83.9251
BARDWELL,39.0437,-83.9251
BARDWELL,39.0439,-83.9237
BARDWELL,39.0447,-83.9238
WESTBORO,39.2855,-83.9006
WESTBORO,39.2849,-83.9028
WESTBORO,39.2866,-83.9027
WESTBORO,39.2868,-83.9006
LERADO,39.18,-84.0439
LERADO,39.1823,-84.0431
LERADO,39.1821,-84.0464
LERADO,39.1803,-84.0469
MODEST,39.21,-84.09
MODEST,39.2068,-84.0958
MODEST,39.2096,-84.097
MODEST,39.2107,-84.0936
CASTINE,39.9305,-84.6233
CASTINE,39.9316,-84.6234
CASTINE,39.9318,-84.6214
CASTINE,39.9309,-84.6215
MEEKER,40.1605,-84.6292
MEEKER,40.1601,-84.6363
MEEKER,40.1662,-84.6361
MEEKER,40.1659,-84.6298
WOODINGTON,40.1932,-84.6731
WOODINGTON,40.1925,-84.6731
WOODINGTON,40.1926,-84.6708
WOODINGTON,40.1931,-84.6708
BLACKHAWK,39.3338,-84.0814
BLACKHAWK,39.3325,-84.0802
BLACKHAWK,39.3316,-84.0821
ROACHESTER,39.3348,-84.0854
ROACHESTER,39.3359,-84.0838
BROOKVILLE,39.42,-85.01
PEPPERTOWN,39.4284,-85.178
OLDENBURG,39.3416,-85.2358
CEDAR GROVE,39.3548,-84.9069
WHITCOMB,39.4336,-84.9009
CHIPPEWA FALLS,44.9878,-91.4183
CHIPPEWA FALLS,44.986,-91.419
CHIPPEWA FALLS,44.9854,-91.4088
CHIPPEWA FALLS,44.9858,-91.4045
CHIPPEWA FALLS,44.9877,-91.4086
TERREBONNE,44.3634,-121.1999
IRAAN,30.91,-101.9
IRAAN,30.91,-101.92
BIG LAKE,31.19,-101.46
LAMESA,32.8102,-101.9105
SEMINOLE,32.5897,-102.65
SPANGLER,35.6216,-117.6344
SPANGLER,35.6273,-117.6304
GRIFFITH,35.07,-114.22
GRIFFITH,35.0659,-114.2192
GRIFFITH,35.0675,-114.216
GRIFFITH,35.0711,-114.2174
LUDLOW,34.725,-116.1625
MESQUITE,36.8101,-114.0984
MARQUEZ,31.23,-96.27
BREMOND,31.17,-96.67
PALESTINE,31.76,-95.62
ELMWOOD,31.87,-95.59
HEARNE,30.88,-96.6
BUFFALO,31.47,-96.07
SALMON,31.57,-95.52
ROCKDALE,30.63,-96.98
MILANO,30.71,-96.84
GLEN ROSE,32.25,-97.77
SAN GABRIEL,30.6936,-97.1968
SAN GABRIEL,30.6979,-97.1959
BELMENA,30.9206,-96.917
CALVERT,31.0061,-96.7239
FLO,31.4869,-95.9501
SPILLERS STORE,31.156,-95.8544
FLYNN,31.1231,-96.0804
BUFFALO,31.4452,-96.1081
ROCKDALE,30.6367,-96.9845
WEAVER,33.16,-95.42
WILLS PT,32.6386,-96.0729
WILLS PT,32.7,-96
MEXICO,32.9,-96.06
LEWISVILLE,33.07,-97
DENTON,33.22,-97.15
DENTON,33.23,-97.15
DENTON,33.26,-97.15
ARLINGTON,32.72,-97.12
HIGHLAND PARK,32.83,-96.78
MAYHILL,33.2084,-97.1529
TRINITY MILLS,32.9851,-96.869
CARNEY,33.09,-96.89
SANSOME PARK VLG,32.83,-97.44
CARNEY,33.0838,-96.8788
LITTLE ELM,33.14,-96.92
HICKS,32.89,-97.44
(FWH)CARSWELL AFB FT,32.77,-97.45
WACO,31.55,-97.15
ROCKDALE,30.65,-97
FORD,33.12,-97.48
HEWITT,31.47,-97.2
SANGER,33.37,-97.18
BLOOMING GROVE,32.08,-96.74
HASLET,32.97,-97.35
UNION BOWER,32.85,-96.92
LEWISVILLE,33.07,-97
DENTON,33.23,-97.14
REDLAND,31.25,-96.06
BRANCHVILLE,30.8832,-96.6999
BRANCHVILLE,30.8941,-96.6853
HEARNE MUNI ARPT,30.8903,-96.6934
RIDGE,31.1606,-96.3009
VENETIA,31.1683,-96.2985
VENETIA,31.1855,-96.2825
NORTH SALEM,31.3242,-96.1165
BUFFALO,31.4576,-96.0083
MUMFORD,30.7303,-96.5496
MUMFORD,30.7561,-96.5232
GROESBECK,31.53,-96.52
RICE,32.24,-96.47
DAVIS PRAIRIE,31.41,-96.52
DOYLE,31.6,-96.52
CORSICANA,32.1,-96.47
SALMON,31.6048,-95.5235
TENNESSEE COLONY,31.83,-95.8
RICE,32.24,-96.47
HEBRON,33.0446,-96.8532
ANNETA,32.7279,-97.6655
BOWIE,33.56,-97.84
BOWIE,33.55,-97.87
BOWIE,33.57,-97.85
BOWIE,33.5,-97.94
BONITA,33.75,-97.59
SUNSET,33.44,-97.78
SUNSET,33.45,-97.77
PARK SPGS,33.4,-97.78
PARK SPGS,33.41,-97.81
BOWIE MUNI,33.57,-97.8
CRAFTON,33.35,-97.9
SUNSET,33.44,-97.78
FORESTBURG,33.53,-97.57
CHICO,33.32,-97.8
PARK SPGS,33.37,-97.82
CHICO,33.33,-97.82
ALVORD,33.33,-97.68
ALVORD,33.35,-97.7
ALVORD,33.37,-97.7
ALVORD,33.35,-97.66
MYRA,33.65,-97.3
LINDSAY,33.65,-97.26
GOLDTHWAITE,31.45,-98.57
LINDSAY,33.65,-97.23
GAINESVILLE,33.63,-97.15
GAINESVILLE,33.63,-97.15
WINDSOR,33.66,-97.15
DUBLIN,32.08,-98.33
CALLISBURG,33.7,-97.02
HOPE,33.63,-97.05
WHITESBORO,33.65,-96.92
JUSTIN,33.08,-97.3
ADAMSVILLE,31.3,-98.17
BULCHER,33.78,-97.45
(CIC)CHICO MUNI ARPT,39.7694,-121.8934
CHICO,39.76,-121.85
CHICO,39.7633,-121.849
CHICO,39.7638,-121.8424
CHICO,39.7594,-121.844
CHICO,39.7447,-121.8342
CHICO,39.7477,-121.8243
CHICO,39.7329,-121.8118
CHICO,39.7305,-121.8164
ROSEWOOD,40.27,-122.5
ROSEWOOD,40.2721,-122.4807
ROSEWOOD,40.2542,-122.4683
ROSEWOOD,40.2593,-122.4967
COTTONWOOD,40.39,-122.29
COTTONWOOD,40.3911,-122.2838
COTTONWOOD,40.3871,-122.2851
COTTONWOOD,40.3882,-122.2881
WHISKEYTOWN,40.58,-122.54
WHISKEYTOWN,40.5752,-122.5456
WHISKEYTOWN,40.5826,-122.5479
WHISKEYTOWN,40.5827,-122.5387
SHASTA,40.6084,-122.4962
SHASTA,40.6093,-122.4945
SHASTA,40.6096,-122.4954
SHASTA,40.6092,-122.4965
ALAMEDA,37.8022,-122.283
TOWN CREEK,34.6759,-87.4025
TOWN CREEK,34.6757,-87.3996
TOWN CREEK,34.6743,-87.3999
TOWN CREEK,34.6742,-87.4029
ANDERSON,34.92,-87.27
ANDERSON,34.9154,-87.2677
ANDERSON,34.9154,-87.2737
ANDERSON,34.9211,-87.273
MARTINEZ,33.5398,-82.0795
MARTINEZ,33.5423,-82.0636
MARTINEZ,33.5392,-82.0672
MARTINEZ,33.5382,-82.0782
LEXINGTON,33.9905,-81.2442
LEXINGTON,33.9906,-81.2439
LEXINGTON,33.9903,-81.2438
LEXINGTON,33.9902,-81.2441
ST ANDREWS,34.0304,-81.1144
ST ANDREWS,34.0303,-81.1138
ST ANDREWS,34.0296,-81.1138
ST ANDREWS,34.0298,-81.1147
ST ANDREWS,34.016,-81.1047
ST ANDREWS,34.0168,-81.0985
HAPPY TOWN,34.0084,-81.0869
HAPPY TOWN,34.0002,-81.0933
HAPPY TOWN,34.0017,-81.0963
IRMO,34.0337,-81.1755
IRMO,34.0349,-81.1735
IRMO,34.0326,-81.1684
IRMO,34.0317,-81.1695
KINSLER,33.9464,-81.0864
KATHWOOD,33.9824,-81.0634
GREEN HILL,33.9856,-81.0571
CAYCE,33.9719,-81.0467
GLOVERVILLE,33.4871,-81.7875
GLOVERVILLE,33.4886,-81.783
GLOVERVILLE,33.4851,-81.778
GLOVERVILLE,33.4822,-81.7847
STIEFELTOWN,33.5008,-81.7647
STIEFELTOWN,33.5014,-81.7627
STIEFELTOWN,33.4999,-81.7622
GLOVERVILLE,33.4993,-81.7643
VENTURA,34.2356,-119.2588
VENTURA,34.246,-119.2664
EAST SANTA BARBARA BUOY (46053),34.2239,-119.2822
EAST SANTA BARBARA BUOY (46053),34.2418,-119.2631
BLUFFTON,32.2274,-80.8526
BLUFFTON,32.2464,-80.8126
CRISSY AAF,37.7967,-122.4694
CRISSY AAF,37.7964,-122.4694
CRISSY AAF,37.7965,-122.4696
CRISSY AAF,37.7967,-122.4695
WILFRED,38.3492,-122.7211
WILFRED,38.3491,-122.7214
WILFRED,38.349,-122.7213
WILFRED,38.349,-122.721
PIEDMONT,37.8193,-122.255
PIEDMONT,37.8191,-122.2548
PIEDMONT,37.819,-122.2551
PIEDMONT,37.8192,-122.2552
EMERYVILLE,37.82,-122.27
EMERYVILLE,37.825,-122.2685
EMERYVILLE,37.8243,-122.2666
EMERYVILLE,37.8206,-122.2689
PACHECO,37.9982,-122.0738
PACHECO,37.9982,-122.0746
PACHECO,37.9977,-122.0739
PACHECO,37.9979,-122.0736
SAN FRANCISCO,37.7678,-122.4289
SAN FRANCISCO,37.7677,-122.4287
SAN FRANCISCO,37.7675,-122.4288
SAN FRANCISCO,37.7675,-122.4291
SAN FRANCISCO,37.7377,-122.4709
SAN FRANCISCO,37.7376,-122.4709
SAN FRANCISCO,37.7376,-122.471
SAN FRANCISCO,37.7377,-122.4711
CRISSY AAF,37.7942,-122.435
CRISSY AAF,37.7943,-122.4348
CRISSY AAF,37.7944,-122.4349
CRISSY AAF,37.7943,-122.435
SAN FRANCISCO,37.7612,-122.4887
SAN FRANCISCO,37.7611,-122.4887
SAN FRANCISCO,37.7611,-122.4889
SAN FRANCISCO,37.7612,-122.4889
SAN FRANCISCO,37.77,-122.409
SAN FRANCISCO,37.7697,-122.409
SAN FRANCISCO,37.7693,-122.4099
SAN FRANCISCO,37.7695,-122.4097
EMERYVILLE,37.8485,-122.2955
EMERYVILLE,37.8488,-122.2952
EMERYVILLE,37.8494,-122.2953
EMERYVILLE,37.8492,-122.2957
SAN FRANCISCO,37.7591,-122.4336
SAN FRANCISCO,37.7594,-122.4337
SAN FRANCISCO,37.7594,-122.4337
SAN FRANCISCO,37.7592,-122.4337
STERLING PARK,37.7008,-122.4712
STERLING PARK,37.701,-122.4714
STERLING PARK,37.7009,-122.4715
STERLING PARK,37.7007,-122.4714
CRISSY AAF,37.7787,-122.4469
CRISSY AAF,37.7786,-122.4469
CRISSY AAF,37.7787,-122.4472
CRISSY AAF,37.7788,-122.4472
CASTRO VLY,37.6907,-122.0702
CASTRO VLY,37.6906,-122.07
GARDENDALE,32.02,-102.37
GRAND ISLE STATION (GISL1),29.26,-89.96
ACY,30.2184,-90.7981
ACY,30.2295,-90.7947
EAST BANK,29.9528,-90.2369
BRIDGE CITY,29.9831,-90.2117
MONTZ,30,-90.47
ESSEN,30.379,-91.0978
PORT ALLEN,30.45,-91.21
HOUMA,29.58,-90.71
RACELAND,29.72,-90.6
HOUMA,29.58,-90.71
GEORGEVILLE,30.6669,-90.6508
NORCO,29.9958,-90.4105
EDGARD,30.03,-90.56
ABEN,30.0981,-90.9281
ACY,30.2713,-90.7559
HEAD OF IS,30.2713,-90.7559
HEAD OF IS,30.279,-90.7446
PORT FOURCHON,29.1051,-90.199
WOODVILLE,31.1,-91.3
CENTREVILLE,31.0184,-91.0712
CENTREVILLE,31.0433,-91.0727
PINCKNEYVILLE,31.02,-91.48
SHIP SHOAL OIL PLATFORM (KSPR),28.6,-91.2
ISLE DERNIERES STATION (ILDL1),29.1048,-90.1873
MISSISSIPPI CANYON OIL PLATFORM 311A (KMDJ),28.64,-89.79
SHELL BEACH STATION (SHBL1),29.87,-89.67
PILOTS STATION (PSTL1),29.18,-89.26
SHIP SHOAL OIL PLATFORM (KSPR),28.6,-91.2
SHIP SHOAL OIL PLATFORM (KSPR),28.6,-91.2
LKFRNT ARPT NEW,30.05,-90.03
DAN,37.94,-83.45
SOUTHPORT,30,-90.18
KIOTO,31.1005,-90.2688
MESA,31.1325,-90.2054
COLL TOWN,30.4754,-88.5595
COLL TOWN,30.4872,-88.5471
PAOLA,38.58,-94.83
KANSAS CITY,39.06,-94.58
DODSON,39.01,-94.58
KANSAS CITY,39.03,-94.57
KANSAS CITY,39.03,-94.58
RAYTOWN,39.0363,-94.4835
EAST INDEPENDENCE,39.09,-94.37
WILLOW BROOK,39.65,-94.83
AGENCY,39.68,-94.76
RAYVILLE,39.37,-94.06
CARROLLTON,39.38,-93.5
BOSWORTH,39.47,-93.34
(NIR)NAS CHASE FLD B,28.3691,-97.6643
(NIR)NAS CHASE FLD B,28.369,-97.655
WHITSETT,28.65,-98.27
WHITSETT,28.6503,-98.2571
WHITSETT,28.6309,-98.2638
WHITSETT,28.6412,-98.277
SAN DIEGO,27.74,-98.25
SAN DIEGO,27.7402,-98.2479
ALICE,27.73,-98.06
(ALI)ALICE INTL ARPT,27.7299,-98.036
BEEVILLE MUNI ARPT,28.36,-97.79
BEEVILLE,28.3657,-97.743
BISHOP MUNI ARPT,27.64,-97.75
RAISIN,28.7864,-97.1513
RAISIN,28.7883,-97.1463
MISSION VLY,28.8252,-97.1563
MISSION VLY,28.83,-97.15
BOB HALL PIER,27.6135,-97.2284
BOB HALL PIER,27.6102,-97.2236
CRAIG,28.8468,-97.0742
CRAIG,28.85,-97.07
SHIP SHOAL OIL PLATFORM (KSPR),28.6,-91.2
SHIP SHOAL OIL PLATFORM (KSPR),28.6,-91.2
SOUTH TIMBALIER STATION (SPLL1),28.87,-90.48
PORT FOURCHON STATION (PTFL1),29.11,-90.19
WEST DELTA 27A AWOS (KDLP),29.12,-89.55
PILOTS STATION (PSTL1),28.93,-89.41
PILOTS STATION (PSTL1),29.179,-89.259
MAIN PASS 140 AWOS (KMIS),29.3,-88.84
LUKE OFFSHORE TEST SITE STATION (42040),29.21,-88.21
PLAQUEMINE,30.28,-91.24
TERRYTOWN,29.8928,-90.0562
MC GEHEE,30.97,-91.35
HARDWOOD,30.796,-91.3812
MILLDALE,30.7059,-91.0179
ROSELAND,30.7566,-90.4688
HOLTON,30.7569,-90.351
HOLTON,30.7481,-90.304
RICHARDSON,30.8158,-90.2752
BOGALUSA ARPT,30.8014,-89.8437
BAYWOOD,30.6873,-90.8988
MAGNOLIA WOODS,30.4347,-91.1064
JONES CREEK,30.4177,-91.0158
KLEINPETER,30.3324,-91.0407
ESSEN,30.3802,-91.1126
GILLISBURG,31.0253,-90.6667
LKFRNT ARPT NEW,30.05,-90.03
WEST DELTA 27A AWOS (KDLP),29.12,-89.55
MAIN PASS 289 AWOS (KVKY),29.25,-88.44
LUKE OFFSHORE TEST SITE STATION (42040),29.21,-88.21
BRIDGEDALE,29.9986,-90.1957
MOISANT ARPT,30.018,-90.2697
(MSY)MOISANT FLD NEW,29.9901,-90.242
LEMANNVILLE,30.0969,-90.9172
BELLE ROSE,30.06,-91.04
BURNSIDE,30.13,-90.93
BAY ST LOUIS ARPT,30.3935,-89.4453
BAY ST LOUIS ARPT,30.3935,-89.4411
DENTON MUNI ARPT,33.2014,-97.1967
COPPERAS COVE,31.13,-97.9
WACO,31.55,-97.15
MARQUEZ,31.23,-96.27
MARQUEZ,31.23,-96.27
OAKWOOD,31.4887,-95.7621
ELKHART,31.5557,-95.6854
ELKHART,31.6227,-95.5827
BOSQUEVILLE,31.58,-97.19
GREENWOOD,33.4302,-97.4554
GREENWOOD,33.4097,-97.4348
GREENWOOD,33.4095,-97.4527
GREENWOOD,33.431,-97.47
ALVORD,33.3208,-97.6559
DECATUR MUNI ARPT,33.2996,-97.6312
DECATUR MUNI ARPT,33.2929,-97.6505
ALVORD,33.3205,-97.6687
GAINESVILLE,33.63,-97.1674
DE LEON,32.12,-98.55
CHANDLER,32.3,-95.47
PALESTINE,31.7648,-95.6577
DENTON MUNI ARPT,33.2,-97.2091
CRISP,32.3702,-96.5863
TRINITY MILLS,32.9854,-96.902
TRINITY MILLS,32.9899,-96.8748
CARROLLTON,32.9493,-96.8755
CARROLLTON,32.95,-96.9
DUBLIN COMM ARPT,32.0186,-98.328
DUBLIN COMM ARPT,32.02,-98.3327
DUBLIN COMM ARPT,32.0259,-98.329
DUBLIN COMM ARPT,32.025,-98.3263
ALEDO,32.7,-97.6
(SEP)CLARK FLD STEPH,32.16,-98.2
BEDFORD,32.85,-97.13
GAUSE,30.77,-96.7
EASTLAND,32.4,-98.82
(FTW)MEACHAM ARPT FT,32.8208,-97.36
SAGINAW,32.87,-97.37
WATAUGA,32.8349,-97.2987
GRAPEVINE,32.8998,-97.0409
GRAPEVINE,32.9001,-97.0405
(SEP)CLARK FLD STEPH,32.16,-98.2
WYLIE,33.02,-96.55
WYLIE,33.0202,-96.5436
WYLIE,33.0171,-96.5441
WYLIE,33.0175,-96.5511
LOLAVILLE,33.1085,-96.7873
FOOT,33.1817,-96.759
FRISCO,33.1365,-96.917
EASTLAND,32.4025,-98.7986
CHANDLER,32.3074,-95.4827
CHANDLER,32.307,-95.4831
CHANDLER,32.3066,-95.482
CHANDLER,32.307,-95.4818
MONTALBA,31.88,-95.7
AMBROSE,33.7081,-96.3903
AMBROSE,33.666,-96.4227
ARGYLE,33.1296,-97.1986
ARGYLE,33.1297,-97.1962
ARGYLE,33.126,-97.196
ARGYLE,33.1263,-97.1986
JUSTIN,33.0838,-97.2773
JUSTIN,33.1027,-97.2654
DENTON,33.226,-97.1252
DENTON HARTLEE ARPT,33.2647,-97.1049
EAGLE MTN LAKE,32.9,-97.48
MOORCROFT,44.28,-105.02
COLONY,44.97,-104.38
COLONY,44.88,-104.33
KEYHOLE RESERVOIR,44.38,-104.77
MOORCROFT,44.27,-104.97
POPLAR ARPT,48.1535,-105.1851
POPLAR ARPT,48.1468,-105.1626
POPLAR ARPT,48.1382,-105.1689
POPLAR ARPT,48.1192,-105.1806
POPLAR ARPT,48.1151,-105.1971
POPLAR,48.1149,-105.2067
CHESAPEAKE LIGHT C-MAN STATION (CHLV2),36.9,-75.71
WILLOUGHBY DEGAUSSING STATION WLON (WDSV2),36.98,-76.32
DOMINION TERMINAL ASSOCIATES WLON (DOMV2),36.95,-76.39
RIPLEY,42.309,-79.73
BUFFALO HARBOR,42.88,-78.89
FINDLEY LAKE,42.14,-79.75
WESTFIELD,42.32,-79.58
RIPLEY,42.27,-79.71
WEST PORTLAND,42.34,-79.52
MAYVILLE,42.25,-79.5
BROCTON,42.4,-79.44
SHERMAN,42.16,-79.59
FREDONIA,42.44,-79.33
